feature,mean_abs_shap
PAY_0,0.35980216635560613
max_pay_delay,0.19462765957506348
num_delayed_months,0.16673023217802674
utilization_current,0.08242538941882874
LIMIT_BAL,0.07522078413901613
avg_utilization,0.07415695464576533
avg_pay_delay,0.06344327562658192
PAY_AMT1,0.05980631791814338
std_bill_amt,0.04588187872391784
recent_bill_change,0.04210286653270995
PAY_AMT2,0.04050443802532643
avg_pay_amt,0.04014136115861159
BILL_AMT1,0.03681940757193353
max_pay_amt,0.03605409083481906
avg_payment_to_bill_ratio,0.03512577301155841
PAY_AMT3,0.03238092464768009
payment_to_bill_ratio_1,0.03044771123118581
EDUCATION,0.027595396841791055
MARRIAGE,0.027452759203978282
PAY_AMT4,0.025032549947989504
avg_bill_amt,0.024416740852507432
PAY_3,0.022682950405603627
SEX,0.022550923309226197
PAY_AMT5,0.021051174956111057
PAY_6,0.016785579462846003
BILL_AMT2,0.012924722237423625
max_bill_amt,0.012302572430170963
BILL_AMT5,0.01199967121057106
PAY_AMT6,0.011085283418560406
PAY_5,0.010931540659972707
BILL_AMT3,0.010912326952075948
BILL_AMT4,0.009794006058374952
PAY_4,0.009150054183238061
std_pay_amt,0.00888623207043441
AGE,0.008493005131474916
recent_payment_change,0.007283031451481337
BILL_AMT6,0.0070994455007941165
PAY_2,0.004268365721839482
