feature,mean_abs_shap
max_pay_delay,0.2204660700672382
PAY_0,0.07036901356928378
num_delayed_months,0.059168710121075274
std_bill_amt,0.0453150650228261
utilization_current,0.03726763344337446
avg_pay_delay,0.03178086849161925
LIMIT_BAL,0.028488453953562753
avg_payment_to_bill_ratio,0.022262436601450206
PAY_AMT3,0.017671798940662793
max_pay_amt,0.01587507793746188
BILL_AMT2,0.013838488527948473
std_pay_amt,0.013459153808461653
payment_to_bill_ratio_1,0.013190785669862596
avg_utilization,0.0120618366555649
BILL_AMT1,0.011905309108397832
PAY_AMT2,0.009632841395420056
avg_bill_amt,0.008367306797886838
max_bill_amt,0.007798050597489323
recent_bill_change,0.007684615193894426
avg_pay_amt,0.006006567672262417
recent_payment_change,0.005641663430857258
PAY_AMT1,0.0048927110763978595
BILL_AMT5,0.004799966075765689
PAY_AMT6,0.0036334192725173938
PAY_2,0.0027143720371463646
PAY_AMT4,0.0021455785702443326
AGE,0.002047255632429701
EDUCATION,0.0017546050881313902
PAY_AMT5,0.0015380518871477775
MARRIAGE,0.0007942733328202751
BILL_AMT4,0.0006006173338652213
BILL_AMT6,0.0005531043288631864
BILL_AMT3,0.0001575413365643148
SEX,0.0
PAY_3,0.0
PAY_4,0.0
PAY_5,0.0
PAY_6,0.0
