feature,mean_abs_shap
PAY_0,0.34911486109814477
max_pay_delay,0.20931451947404514
num_delayed_months,0.15002875008455394
avg_pay_delay,0.10799097478356709
LIMIT_BAL,0.09772594154006188
utilization_current,0.07163482052964523
avg_utilization,0.06388844461093332
recent_bill_change,0.05599394299841254
avg_pay_amt,0.04878748616040932
PAY_AMT1,0.043233428068593566
SEX,0.042708297787752675
PAY_AMT3,0.04217614910931221
MARRIAGE,0.04101904253838646
BILL_AMT1,0.04004877636497458
PAY_AMT6,0.039711488378256304
payment_to_bill_ratio_1,0.03897204791255872
max_bill_amt,0.03557343632427077
std_bill_amt,0.03449787406659236
EDUCATION,0.031483485550409085
BILL_AMT2,0.02913153498229766
avg_payment_to_bill_ratio,0.028505924894207516
PAY_2,0.027209678812059414
max_pay_amt,0.026211204413210853
PAY_AMT4,0.023578199051606307
PAY_3,0.023197168494308033
PAY_AMT2,0.02307583600069765
recent_payment_change,0.020257405440108716
AGE,0.017217858707778325
PAY_5,0.01581192294941887
BILL_AMT3,0.013366136218670928
std_pay_amt,0.01264901122122402
BILL_AMT4,0.012443014534319296
BILL_AMT5,0.01216000033353222
avg_bill_amt,0.012044784671818142
PAY_4,0.010607864254298107
PAY_6,0.009923487880836399
PAY_AMT5,0.005266806128694678
BILL_AMT6,0.004826113176651218
