feature,mean_abs_shap
max_pay_delay,0.22285102379115865
num_delayed_months,0.10835904296940724
PAY_0,0.06113733994699135
avg_pay_amt,0.057689589188574204
utilization_current,0.03876436471500643
max_pay_amt,0.035647056447797795
avg_utilization,0.028956953306548978
avg_pay_delay,0.02682452039615774
LIMIT_BAL,0.023689545944097095
recent_bill_change,0.021879916380091173
avg_bill_amt,0.01916744986437616
std_bill_amt,0.017387406912138803
BILL_AMT1,0.016063340829943158
avg_payment_to_bill_ratio,0.015106805909741262
max_bill_amt,0.013346817309134982
PAY_AMT2,0.013338224419789919
PAY_AMT3,0.0049680691087448095
BILL_AMT2,0.004145492573312157
recent_payment_change,0.0036753413629848036
PAY_AMT1,0.0035818993038527805
BILL_AMT4,0.0035571073056492064
BILL_AMT3,0.0031167222092018
std_pay_amt,0.003027940825208698
PAY_2,0.002923553914360751
PAY_AMT4,0.0029019106259120494
PAY_AMT6,0.0025166116549417616
AGE,0.002037771481656495
BILL_AMT5,0.0019582501490842123
EDUCATION,0.0013417662236312835
PAY_AMT5,0.0009612006754856282
payment_to_bill_ratio_1,0.0008261453583668349
BILL_AMT6,0.000805298227323787
SEX,0.0006647108293442204
MARRIAGE,0.00032528711101027156
PAY_3,0.0
PAY_4,0.0
PAY_5,0.0
PAY_6,0.0
