feature,mean_abs_shap
max_pay_delay,0.1636562745590913
num_delayed_months,0.11047399979907054
PAY_0,0.06177373109987115
avg_pay_delay,0.044307738966246506
utilization_current,0.04344787272492072
LIMIT_BAL,0.042261133873123156
avg_pay_amt,0.03342509175010817
BILL_AMT1,0.022900099339529877
avg_bill_amt,0.02189181551990034
BILL_AMT2,0.017638168892800326
PAY_AMT2,0.01576429937945004
max_pay_amt,0.012583379503805977
PAY_AMT3,0.011771574560056225
std_bill_amt,0.011472444159880706
avg_payment_to_bill_ratio,0.010187786529735263
avg_utilization,0.010140510966948766
PAY_AMT1,0.009619775676635205
recent_bill_change,0.00928050745912158
std_pay_amt,0.007100583727627894
payment_to_bill_ratio_1,0.006727788155422026
max_bill_amt,0.005821629658205881
BILL_AMT5,0.005486719106237579
PAY_AMT6,0.005461023502990362
PAY_AMT4,0.005104904633764008
BILL_AMT3,0.004696687783940042
EDUCATION,0.004076775687876779
recent_payment_change,0.003587619247654977
AGE,0.0032880818683075686
BILL_AMT6,0.0012232705261679125
BILL_AMT4,0.001221887884155539
PAY_AMT5,0.0010097572846230435
PAY_6,0.0008115500891544206
MARRIAGE,0.00011328909206589777
SEX,0.0
PAY_2,0.0
PAY_3,0.0
PAY_4,0.0
PAY_5,0.0
