feature,mean_abs_shap
PAY_0,0.3418324120609182
max_pay_delay,0.22849041999243477
num_delayed_months,0.16989881396516565
avg_pay_delay,0.11379403468011556
LIMIT_BAL,0.10386582229859577
utilization_current,0.09854286680655651
avg_utilization,0.08954685709400027
PAY_AMT3,0.06992524691380864
recent_bill_change,0.06436583298905282
PAY_AMT1,0.06429133808116282
std_bill_amt,0.06305946872398946
avg_payment_to_bill_ratio,0.04985494188636903
BILL_AMT1,0.048972918770730664
MARRIAGE,0.048055196064292656
SEX,0.043079149429881516
avg_pay_amt,0.04289458734760936
PAY_AMT4,0.0392332772325577
PAY_AMT2,0.03828874535864205
max_bill_amt,0.03652906787561318
EDUCATION,0.033135573362154155
AGE,0.03184867865947503
PAY_AMT6,0.03168085752464411
avg_bill_amt,0.02990087940728766
PAY_6,0.028173966511596676
payment_to_bill_ratio_1,0.027995719070699136
PAY_AMT5,0.02391426546070529
max_pay_amt,0.02162581708500748
PAY_2,0.0200532551066664
recent_payment_change,0.02000442550490683
BILL_AMT5,0.017088886435494933
PAY_4,0.016302854501205482
std_pay_amt,0.015503937239249333
PAY_5,0.014540101365408585
BILL_AMT4,0.014438715034249828
BILL_AMT6,0.012932370369722238
BILL_AMT3,0.012896444984187598
BILL_AMT2,0.01214834973046433
PAY_3,0.006504016063033092
