feature,mean_abs_shap
PAY_0,0.36367680912070977
max_pay_delay,0.19513530004166
num_delayed_months,0.15904399415063705
avg_pay_delay,0.1018699939723204
LIMIT_BAL,0.09155074634298019
utilization_current,0.08712009063809102
PAY_AMT1,0.07354552655830741
avg_utilization,0.07315027970303238
MARRIAGE,0.06193629078959456
recent_bill_change,0.05538988560689293
PAY_AMT3,0.0529940151035599
SEX,0.04866464257347884
payment_to_bill_ratio_1,0.04763895349448847
std_bill_amt,0.04301518531550427
PAY_AMT6,0.03943210461583122
BILL_AMT1,0.03893623366287454
avg_payment_to_bill_ratio,0.03756701742619231
EDUCATION,0.036545029807175736
avg_pay_amt,0.036513601563360545
PAY_AMT2,0.03394096110899061
max_bill_amt,0.026293834192527774
PAY_AMT4,0.025805059001680505
PAY_6,0.02073852414000613
BILL_AMT5,0.02011661288819061
recent_payment_change,0.01857383506421216
avg_bill_amt,0.017730143053907327
BILL_AMT4,0.016464728361784083
PAY_5,0.015023463572052925
std_pay_amt,0.01495312095030174
AGE,0.01475702058424557
PAY_AMT5,0.013940686058913502
BILL_AMT2,0.01329434925688806
BILL_AMT3,0.013196265584489357
max_pay_amt,0.013112602275754956
PAY_4,0.011904902557941714
PAY_3,0.011101679462598917
BILL_AMT6,0.010147100112298326
PAY_2,0.009855492038678892
