feature,mean_abs_shap
max_pay_delay,0.2067705656149161
num_delayed_months,0.1172610143062675
PAY_0,0.05769735678720516
avg_pay_amt,0.05465336357505884
utilization_current,0.046603912357110616
avg_bill_amt,0.02638810389627346
avg_utilization,0.02565481536108596
std_bill_amt,0.02501548383799192
BILL_AMT1,0.019040101724974286
LIMIT_BAL,0.017179699190490606
avg_pay_delay,0.016983335224357816
PAY_AMT3,0.013875211467573059
avg_payment_to_bill_ratio,0.013318640486891999
max_pay_amt,0.011020972046717604
BILL_AMT3,0.009724542054777565
PAY_AMT1,0.008664562190732
recent_bill_change,0.007570721687227372
recent_payment_change,0.005251015026091486
BILL_AMT2,0.004718778658220909
BILL_AMT4,0.0046226180341659585
PAY_AMT6,0.0038273205858308616
AGE,0.003567680204789723
BILL_AMT5,0.0031485564073376465
payment_to_bill_ratio_1,0.003066001111404471
max_bill_amt,0.0030417912595720248
PAY_AMT2,0.002975602511723505
PAY_2,0.0029240441140071273
PAY_AMT4,0.00277589335680994
BILL_AMT6,0.0020643335368154066
PAY_AMT5,0.0016766733113109966
std_pay_amt,0.0014959076310739627
SEX,0.0
MARRIAGE,0.0
EDUCATION,0.0
PAY_3,0.0
PAY_4,0.0
PAY_5,0.0
PAY_6,0.0
